상권_코드_명,엑스좌표_값,와이좌표_값,영역_면적,서비스_업종_코드_명,유사_업종_점포_수,당월_매출_금액,월_평균_소득_금액,상권_변화_지표,운영_영업_개월_평균,총_상주인구_수,총_유동인구_수
영등포구청역 2번,190681,447439,33508,커피-음료,3.5812343320997972,38337699.83,3430040.0,LL,73,304.7033544228244,153497.07532529545
등촌1동주민센터,187561,450691,231350,커피-음료,1.253511994813054,11030543.34,3071313.0,LL,94,256.4512643181327,82570.04538577911
백석중학교,187594,449689,69786,커피-음료,0.42988565041698906,4533185.67,2677305.0,LL,77,470.724787206603,101934.19883644284
강서구청가양동별관,187645,451282,10388,커피-음료,2.8879476318829416,20036826.67,2367079.0,HL,113,154.9865229110512,54264.53600308048
보라매역 6번,192848,444620,100264,커피-음료,1.0971036463735737,1064320.55,2571474.0,LL,102,199.4733902497407,140071.41147370942
서울지방병무청,193077,445339,141531,커피-음료,0.28262359483081445,23829758.75,2564661.0,HH,117,271.45996283499727,91397.50302053968
우장산역 1번,185667,450397,70187,커피-음료,0.9973356889452463,28930815.0,3147965.0,LL,104,442.67456936469716,143978.65701625656
금천해태공원,191288,439917,148638,커피-음료,0.33638773395766897,2538590.0,2338975.0,LL,102,376.4851518454231,113038.38856819924
KT금천빌딩(금천구시설관리공단),191404,438635,35970,커피-음료,1.6680567139282736,2476230.17,2634684.0,HH,118,62.55212677231026,19264.66499860995
신월7동주민센터,185402,447045,158307,커피-음료,0.25267360255705684,7371850.75,2123253.0,HL,125,338.5826274264562,27720.947273335987
은평요양병원,192861,458363,59339,커피-음료,1.1796626164916835,1672485.43,2605069.0,LH,104,186.8922630984681,86894.28537723926
화원중학교,185784,448561,142874,커피-음료,0.489942186821955,2534884.0,2382209.0,HL,123,424.49990901073676,32155.815613757575
양천향교역 2번,185848,452384,98467,커피-음료,1.015568667675465,10972313.5,2966100.0,LH,103,149.49170788182843,34038.20569327795
신월1동우편취급국,185551,447619,220158,커피-음료,0.3179534697807938,7219928.43,2257008.0,LL,104,303.5092978678949,67209.0044422642
지향초등학교,185868,445909,60198,커피-음료,0.664473902787468,10069936.75,2714458.0,LL,88,57.97534801820659,15408.153094787203
등촌3동주민센터,186507,450988,151533,커피-음료,1.055875617852217,24742524.25,2772852.0,LL,101,107.89728969927341,49664.69349910581
구로디지털단지역 4번,191373,443246,204978,커피-음료,0.5854286801510405,6140050.83,2325145.0,LL,106,213.97418259520535,62452.21438398267
영등포푸르지오아파트,191520,445527,109702,커피-음료,0.7292483272866492,750000.0,2354835.0,LH,107,342.9290259065468,111759.40274561995
등촌역 4번,188071,449651,57686,커피-음료,1.040113719099955,5496087.83,2551950.0,LL,91,431.82054571299795,90137.64171549422
강서고등학교,188103,448419,123264,커피-음료,0.40563343717549327,611709.6,2552243.0,LL,99,525.3764278296989,126509.52427310488
방화역 3번,183317,452821,70905,커피-음료,0.8462026655383964,23324530.0,2557406.0,HL,124,218.32028770890628,94700.79684084338
송정역 3번,183513,450893,238960,커피-음료,0.460328088382993,2761123.36,2532635.0,LL,104,341.73083361232,82405.1724137931
까치산역 1번,186666,448383,230187,커피-음료,0.56475821831815,1095999.15,2411767.0,LL,90,586.0018159148866,80132.978838944
한국SGI본부,190345,444894,113693,커피-음료,1.2313862770795037,10241929.14,2637588.0,LL,94,242.5830965846622,89621.78850061129
독산동정훈단지,191510,440729,79548,커피-음료,0.3771307889576105,32890167.33,2183058.0,HL,114,380.2735455322573,55415.59812943128
오류2동버들시장,186120,443658,163596,커피-음료,0.36675713342624516,8522503.0,2414608.0,LL,109,323.29641311523505,100231.05699405854
대림역 2번,190545,443726,111299,커피-음료,0.3593922676753609,41063207.5,2554957.0,HL,110,253.55124484496716,82841.71466050908
가리봉파출소,190534,442240,71977,커피-음료,0.9725328924517553,5905853.71,2476601.0,HL,139,359.6982369367992,156802.31184961865
신대방역 4번,192134,443262,181264,커피-음료,0.6068496778179893,10832689.91,2432526.0,HL,131,295.0392797246006,53732.732368258454
성남고등학교,193252,444990,100016,커피-음료,0.4999200127979523,14447747.6,3079450.0,HH,111,393.8369860822268,85720.7846744521
서울축산농협 독산역지점(독산파출소),190703,440614,115670,커피-음료,0.3458113599031728,2993048.5,2492818.0,HH,115,174.98054811100545,46844.903605083426
금천구청역 1번 출입구,190837,439525,161006,커피-음료,0.7453138392358049,41230094.92,2381086.0,LL,95,72.97864675850589,23110.194651131013
가산초등학교(세일중학교),190933,441835,134081,커피-음료,0.4474906959226139,27690516.83,2296315.0,HL,116,178.6979512384305,32295.552688300355
시흥초등학교(시흥1동우체국),191533,439560,121078,커피-음료,0.5781397115908753,1240422.71,2398905.0,LL,103,391.40058474702255,67536.95964584814
독산동성당,191524,441254,207152,커피-음료,0.4344635822970572,4440464.0,2232430.0,HL,119,435.7669730439484,80541.92090831853
영등포구청역 6번,190958,447050,47293,커피-음료,0.8457911318799822,6000000.0,2523596.0,HH,114,363.05584335948237,191234.43215697882
신방화역 8번,183627,451855,97165,커피-음료,0.3087531518550919,3324578.0,2356852.0,LL,105,323.4703854268512,55767.81762980497
방화역 1번,183716,453166,79681,커피-음료,0.8785030308354564,28721335.71,2767319.0,HL,125,293.16901143308945,66742.00875993022
공항고등학교,183939,452510,67482,커피-음료,0.7409383242938857,9170510.0,3054851.0,LH,94,229.24631753652824,77624.25535698408
당산역 8번,191584,448284,54674,커피-음료,0.5487068807842851,2251041.0,3375381.0,HL,142,388.3015693016791,89698.21121556863
대림성모병원,191713,443474,86491,커피-음료,0.9249517290816385,27383405.62,2385574.0,HH,143,215.39813390988655,70908.41821692431
영신초등학교,192632,445721,117632,커피-음료,0.5100652883569097,20282077.17,2383943.0,HH,127,274.3301142546246,135820.0999727965
신길6동주민센터,192681,444264,59185,커피-음료,0.8448086508405845,52714209.4,2621573.0,LH,102,250.73920756948553,105742.84024668412
신월4동주민센터,185801,447110,150486,커피-음료,0.2658054569860319,8768703.25,2629680.0,LL,109,475.85821936924367,70442.43318315325
신한은행 신월동지점,185964,446724,158709,커피-음료,0.18902519705876794,22514353.0,2509484.0,LH,105,449.9429773988873,88650.48610979844
개봉3동주민센터,187085,442783,81457,커피-음료,0.3682924733294867,4507928.33,2323607.0,LL,97,336.74208478092737,59519.25555814724
개웅초등학교(개웅중학교),187021,443233,131201,커피-음료,0.2286567937744377,124861.33,2322212.0,LL,109,507.8467389730261,53963.689301148625
목동보건지소,188258,448850,177925,커피-음료,0.7868483911760573,7197671.71,2853024.0,LL,103,497.17577631024307,114920.89363495856
목동역 5번,188298,447305,34475,커피-음료,1.45032632342277,6981406.8,4758444.0,LL,94,225.9608411892676,50295.86656997824
달마을공원,188467,449542,90372,커피-음료,0.6639224538573895,7810700.67,2848522.0,LL,88,466.0735626078874,54756.34045943434
방화역 2번,183479,452754,44808,커피-음료,1.1158721656846993,14245033.2,2995050.0,LL,101,287.8950187466524,127968.44313515443
신방화역 2번,183578,452151,180870,커피-음료,0.7740366008735556,7043235.0,2832019.0,LL,105,297.2300547354453,110501.74158235196
문정역 2번,211145,442739,123212,커피-음료,1.1362529623737947,19428574.93,3087081.0,LL,105,364.0879135149173,80042.93412979254
문정초등학교,211186,443249,124929,커피-음료,0.8004546582458837,17572241.3,2676663.0,LL,101,431.4450607945313,74714.99811893154
경찰병원역 3번,211131,443863,59147,커피-음료,0.8453514125822104,4746910.8,2784032.0,LH,96,537.1362875547364,154026.23970784654
상도초등학교,194593,444510,126620,커피-음료,0.39488232506713,426061.8,2497255.0,LH,97,362.4229979466119,45408.07139472437
상도4동주민센터,194748,444356,56494,커피-음료,0.7080397918363012,12244727.25,2583262.0,LH,107,462.7040039650229,100461.64194427726
구립대학경로당(관악산샘말공원),194358,440921,234224,커피-음료,1.3235193660769178,37535129.94,2292055.0,LL,104,409.3517316756609,193326.7726620671
신성초등학교,194361,441512,147004,커피-음료,0.544202878833229,7274295.62,2284617.0,HH,111,351.55505972626594,114528.65228157057
염곡동 구룡사(포이동성당),204060,441129,252432,커피-음료,0.5149901755720352,20311868.69,3199704.0,HL,110,350.6290803067757,63921.57095772327
법제교육센터(버들어린이공원),204103,441561,57521,커피-음료,1.2169468541923818,12853498.71,3221478.0,LH,107,289.28565219658907,79258.70551624623
강남구청역 2번,203552,446131,43750,커피-음료,0.9142857142857144,1518493.75,3618495.0,LL,106,129.6,65430.4
베르사이유1아파트,203564,444383,55302,커피-음료,0.9041264330403964,12302238.2,3841049.0,HL,112,251.52797367183825,152138.25901414055
선정릉역 4번,203791,445313,133222,커피-음료,0.7506267733557521,4950262.8,3432046.0,LL,93,283.81198300580985,56458.99325937157
Sh수협은행 오금동금융센터(아랫말어린이공원),212170,445014,27617,커피-음료,1.4483832422058878,13218156.75,2538907.0,LH,108,194.44545026614043,91847.4128254336
거여역 1번(거여공원),212696,444196,146365,커피-음료,0.47825641376012024,5621532.57,2424963.0,LL,109,382.6051310080962,147126.15720971543
양지어린이공원,197855,442468,116036,커피-음료,0.6894412079009963,1561676.12,2661257.0,LL,99,425.47140542590233,106122.41028646282
길동주민센터(강동도서관),212662,448642,247203,커피-음료,0.80905167008491,3208017.85,2685467.0,HL,120,459.4604434412203,138560.77798408596
문현중학교(장지역 1번),211262,442494,53688,커피-음료,2.235136343316942,10924559.17,2686383.0,LL,98,322.9772016092982,164899.23260318878
강동구청(강동구청역 2번),211002,447924,19565,커피-음료,3.066700741119346,14466935.0,3108385.0,LL,93,565.2951699463327,191995.91106567852
천호역 6번,210995,448365,159647,커피-음료,0.9395729327829524,4957404.47,2721844.0,HL,109,392.30301853464204,177275.05058034288
암사역 3번(천호동자전거거리),211055,449828,129295,커피-음료,1.624192737538188,4591684.33,2583404.0,LL,91,372.40419196411307,103037.24041919642
성내천어린이공원(하니사랑길),211079,447418,139845,커피-음료,1.3586470735457112,17438253.89,3336448.0,HH,116,274.5182165969466,80823.69766527228
신대방삼거리역 3번,193495,443992,88509,커피-음료,0.6778971630003728,11173189.67,2663848.0,LL,101,378.153634093708,86524.0822967156
대방역 3번,193544,445834,46862,커피-음료,1.7071401135248176,17651259.0,2924545.0,LH,79,110.53732235073194,45328.19768682515
신대방삼거리역 1번,193977,444086,182490,커피-음료,0.32878513891172123,3549113.0,2468002.0,LL,100,487.4239684366267,117729.57422324512
신원동주민센터,193568,442344,49950,커피-음료,1.6016016016016015,10000218.5,2279059.0,LL,102,391.7917917917918,139625.025025025
이수역 10번,197978,442939,119168,커피-음료,0.6713211600429645,375000.0,2485313.0,LH,108,331.71656820622985,160211.55008055852
방이역 2번,211448,445215,50911,커피-음료,1.3749484394335212,15193541.71,3000885.0,LL,109,332.9339435485455,251054.38903183988
미성초등학교,192319,442269,127503,커피-음료,0.7058657443354275,8746917.33,2478847.0,HL,115,310.8946456161816,66997.01183501564
신대방역 1번,192456,443061,23709,커피-음료,2.5306845501708213,11391021.17,2284815.0,LL,88,338.6899489645282,241896.32628959467
당곡중학교,193763,443532,132683,커피-음료,0.6783084494622522,4479969.67,2400032.0,LH,104,376.31045424055833,47201.22396991325
신중초등학교,200709,442463,98883,커피-음료,0.7079073248182195,2464543.57,4234872.0,HL,121,357.4931990332009,90737.94282131408
낙성대역 1번(관악구민 종합체육센터),196764,441656,111817,커피-음료,0.8943183952350715,19915645.3,2629438.0,LL,88,591.4127547689528,156081.18622391945
포이초등학교(개포목련어린이공원),204610,441598,137098,커피-음료,0.8752862915578636,13272338.08,3091267.0,HH,121,321.6677121475149,62570.71583830545
상도역 2번,195157,444896,54544,커피-음료,1.4667057788207685,4273404.75,2689708.0,LL,89,377.1267233792901,101101.12936344968
방배동사이길,199133,443860,26478,커피-음료,2.2660321776569226,35854967.67,3268887.0,HL,117,135.58425862980587,56083.91872497923
서초우방유쉘아파트,201045,443283,22283,커피-음료,2.243863034600368,1805801.0,3442373.0,LL,87,202.84521832787325,108727.72965938158
남부터미널역 1번,201821,443233,186714,커피-음료,0.7498098696401984,2722615.0,4363260.0,LH,104,242.24214574161553,84252.0646550339
대치동아우편취급국,204819,444825,40587,커피-음료,1.4783058614827407,11186987.83,3616235.0,LL,87,369.3300810604381,152775.02648631335
천호공원(해공체육문화센터),211478,449321,116161,커피-음료,0.43043706579660984,16705948.2,2331103.0,HL,119,334.2774252976472,82799.73485076746
은천초등학교(은천교앞),194431,443088,111515,커피-음료,0.8967403488319957,2531849.4,2383226.0,LL,96,405.77500784647805,122610.68017755459
삼전역 4번,207293,444982,272855,커피-음료,0.7329900496600759,56795582.25,3010887.0,HL,116,423.74154770848986,80645.58098623811
삼전역 1번,207529,445253,245561,커피-음료,0.8551846588016827,26601380.62,2950854.0,LL,102,419.0812058918151,92815.87874295999
삼전역 3번,207842,444670,193689,커피-음료,0.5162915808331914,4504774.2,2835826.0,LL,92,482.31959481436735,81170.58790122309
석촌고분역 1번,208309,445053,182032,커피-음료,0.9888371275380153,22928946.83,2800884.0,LL,103,512.8219214204096,108106.76144853652
강동역 4번(강풀만화거리),211519,448272,282300,커피-음료,0.9210060219624513,6994400.46,2677083.0,LL,102,412.92950761601134,116795.2178533475
신림역 8번,194080,442990,103978,커피-음료,0.9617419069418531,13255659.1,2459546.0,LL,100,306.6033199330628,116977.82223162592
성내중학교,211510,447825,39694,커피-음료,0.7557817302363077,10000000.0,2645223.0,LL,108,411.90104297878776,125972.94301405753
사당역 10번,198068,442220,202958,커피-음료,1.182510667231644,12144178.83,2801178.0,LL,94,396.73232885621655,125364.45964189635
암사역 2번(서울강동초등학교),211503,449728,219221,커피-음료,0.7754731526632941,5978890.06,2524486.0,LL,107,440.55998284835846,153124.3357160126
호림박물관(성보고등학교),192858,442483,69058,커피-음료,0.8688348924092791,1000000.0,2377793.0,HH,127,324.22022068406267,64837.81748675027
관악구신사동주민센터,192729,442721,200822,커피-음료,0.6473394349224686,4047919.69,2430871.0,LL,102,367.68879903596223,96159.28533726385
한성백제역 3번,210404,446016,182798,커피-음료,0.6017571308220002,21611804.55,2992773.0,LL,98,488.0797382903533,79019.57351830983
방이동고분군(방산고등학교),210664,445286,28997,커피-음료,3.103769355450564,10595163.56,2888541.0,LH,105,226.23029968617442,76956.23685208814
인헌고등학교(인헌중학교),197183,441216,92180,커피-음료,0.7593838142764158,7064055.14,2558159.0,LL,100,577.2401822521155,125255.69537860708
사당역 4번,198001,441642,250733,커피-음료,0.5982459428954306,9240942.0,3061421.0,LH,102,371.98932729237873,96204.24914151707
방배아이파크아파트,198645,443636,92803,커피-음료,0.7542859605831708,10066710.71,3686493.0,HL,110,460.43770136741267,87600.5086042477
장지동주민센터(한림연예예술고교),211550,442964,83345,커피-음료,1.5597816305717198,11675367.69,2725972.0,LL,94,441.7781510588518,123000.53992441058
방이역 1번,211513,445488,77913,커피-음료,0.7700897154518502,4145903.5,3939605.0,HH,119,240.26799122097725,45109.28856545121
방현초등학교(방배119안전센터),198951,441910,148771,커피-음료,0.5377392099266658,3830483.0,3166166.0,HH,131,332.1883969321978,58870.747659154
서초동성당,201869,443675,98532,커피-음료,0.4059594852433727,3844471.75,4727095.0,HH,114,180.2460114480575,45750.01014898713
삼성전자서울R&D(서울우면초등학교),201846,440746,44205,커피-음료,2.2621875353466803,56916008.1,4196627.0,LL,52,33.2541567695962,5626.286619160728
우면주공아파트,202315,441057,80617,커피-음료,0.9923465274073706,3901516.75,3765296.0,LH,101,382.54958631554143,55467.829366014616
한전아트센터,202358,442988,32304,커피-음료,0.9286775631500742,9838759.0,4239665.0,LL,103,359.39821693907874,205562.15948489352
도곡초등학교,205007,444509,138866,커피-음료,0.7201186755577319,10467728.3,4023815.0,LL,81,592.2976106462345,137988.34847982947
개포고등학교,205433,442662,61589,커피-음료,1.1365665946841157,14494657.43,3250126.0,LH,109,300.0535809966065,74496.09508191398
대치2동주민센터,205656,444713,112841,커피-음료,0.4431013550039436,15000000.0,4949880.0,LL,107,122.91631587809395,77043.80499995568
상도역 5번,195705,444812,239852,커피-음료,1.1256941780764806,17959141.22,3734309.0,HH,122,375.48154695395493,56054.817137234626
서래초등학교,199372,443950,76657,커피-음료,0.391353692422088,56679204.0,5751255.0,LL,81,194.89413882619982,24545.70358871336
석촌고분역 4번,208301,444502,163064,커피-음료,0.30662807241328555,9140139.4,2717569.0,LL,98,532.980915468773,67354.96492174851
석촌고분역 3번,208871,444507,104883,커피-음료,1.0487876967668734,4448746.73,2718031.0,LL,97,492.64418447222147,62909.81379251166
더케이호텔(양재리본타워2단지아파트),203096,440710,43233,커피-음료,1.3878287419332456,102876679.83,3486004.0,LH,105,206.32387296740916,44083.686073138575
방아다리근린공원(횃불트리니티신학대학원대학교),203216,442094,40444,커피-음료,0.7417663930372861,75261271.67,5162582.0,LH,102,80.60528137671842,16786.173474433785
바우뫼공원,203215,441748,38156,커피-음료,2.8829017716741796,34933598.73,3874395.0,HH,125,180.836565677744,67459.63937519657
남천초등학교,213170,444431,129883,커피-음료,0.538946590392892,6399083.71,2265814.0,HH,115,408.13655366753153,100488.28561089597
영락고등학교,194629,441770,138911,커피-음료,0.7918739336697598,949541.27,2277774.0,LL,89,436.8264572280093,96248.31726789095
관악해태어린이공원,194687,441400,78673,커피-음료,1.2710841076354022,37728720.0,2429905.0,LL,103,413.1023349815057,153840.0721975773
석촌역 7번,208985,445109,200178,커피-음료,0.8991997122560921,3862970.89,2937323.0,LL,88,488.1655326759184,84151.05556055112
석촌역 6번,209339,444753,120754,커피-음료,1.2421948755320735,6480254.47,2840529.0,LL,93,567.2689931596469,77056.9919008894
송파나루역 1번(송리단길),209567,445551,191523,커피-음료,3.446061308563462,13604276.2,3194188.0,LL,81,477.8538347874667,121997.25359356317
마천역(마천초등학교),213476,444071,209850,커피-음료,0.3335715987610198,24320261.86,2377003.0,HL,122,491.0173933762211,93846.03288062902
장승배기역 4번,194212,444888,115676,커피-음료,1.1238286247795566,3037848.54,2451401.0,LL,100,369.13447906220824,46284.968359901795
NH농협은행 상도동지점,194245,444648,68956,커피-음료,0.43506003828528333,26356508.67,2382603.0,LH,108,341.08707001566216,86335.3442775103
노량진역 6번,194358,445728,236972,커피-음료,0.3375926269770268,16007442.12,2420219.0,HH,122,328.8996168323684,81359.56990699323
이수역 9번,198205,442660,44183,커피-음료,1.5843197609940476,3037640.71,2801596.0,HL,114,422.33438200212754,135928.07188285087
KT구로지사,191353,442391,80033,커피-음료,0.6247422938038059,16596351.4,2538618.0,LL,98,255.51959816575663,223315.88219859308
신대방역 2번,192238,442777,155155,커피-음료,0.9023234829686443,16825185.0,2493595.0,HL,113,278.8179562373111,78598.94943765912
한남IC,201701,446824,62126,커피-음료,1.6096320381160867,18790018.5,4000404.0,LL,89,98.67044393651611,58996.87731384605
신사은행나무공원,202237,446807,29000,커피-음료,2.413793103448276,4469387.86,2857685.0,LL,75,363.7931034482759,174970.0
논현목련공원,202337,445761,21629,커피-음료,1.387026677146424,9791167.33,2526010.0,LL,76,427.666558786814,93943.77918535299
학동근린공원,202401,446272,92947,커피-음료,0.5379409771159909,16683990.4,4411876.0,LH,100,98.12043422595673,46027.521060389256
국기원,202530,444776,39799,커피-음료,3.2664137289881654,128547734.15,3686966.0,LL,72,121.35983316163723,126815.74913942562
논현초등학교,202603,445503,190913,커피-음료,1.1523573564922243,3999199.05,2909460.0,LL,84,370.32575047272843,136983.5474797421
천호지구대(천호동자전거거리),210912,449349,110424,커피-음료,0.45280011591682967,19683773.8,2602192.0,LL,102,318.86184162863145,118361.67862058974
난우초등학교,192760,441872,109345,커피-음료,0.6401755910192509,15974671.86,2309284.0,LH,109,399.7439297635923,74407.2431295441
방이역 4번,210857,445756,324278,커피-음료,0.9868076156877741,11571097.22,3430269.0,LL,100,293.48275245314204,83809.35493619672
석촌중학교(방이육교),211018,444834,80535,커피-음료,0.4966784627801577,2157148.25,2871319.0,HL,141,355.4976097348979,49983.112932265474
문정역 1번,210889,443165,61838,커피-음료,1.4554157637698502,12221434.22,2812677.0,LL,103,355.93001067304897,140910.44341666935
이수역 5번,198658,442868,47127,커피-음료,1.6975406879283639,13204631.38,3462900.0,HH,115,191.39771256392302,63257.792772720524
방배노인종합복지관(이수중학교),198767,442486,76869,커피-음료,0.6504572714618377,11283470.6,3424075.0,LL,86,538.8388036789863,48713.91588286565
방배초등학교,198700,443064,103888,커피-음료,0.9625750808563068,3798112.5,3449178.0,HL,122,325.5428923456029,74398.77560449715
구반포역,198833,444737,28724,커피-음료,1.392563709789723,30797.0,4982627.0,HH,164,29.591978833031614,9518.86923826765
문정동성당,211788,443156,23375,커피-음료,1.2834224598930482,23296638.33,2569823.0,LL,96,300.7486631016043,19873.36898395722
오동나무공원(송파레미니스1단지),211895,445248,139482,커피-음료,0.430163031789048,3478796.83,2809122.0,LH,105,273.65538205646607,59862.70629902066
남강고등학교(남강중학교),193005,441570,181632,커피-음료,0.2752818886539817,64376582.2,2225151.0,HH,117,524.8524489076815,122898.77334390416
양재역 8번(양재동우체국),203504,442512,218114,커피-음료,0.9169516858156744,37732588.95,3741400.0,HL,119,285.21782187296554,85117.50735853727
경찰병원역 4번(건너말공원),210919,443695,34910,커피-음료,1.1458034947006588,1500000.0,2606588.0,LL,97,459.75365224863936,110685.47694070467
대청초등학교,207481,443569,236964,커피-음료,1.097213078779899,25641586.73,3135357.0,HL,119,322.66504616735034,75143.48171030199
은곡마을(은곡마을공원),208665,440810,116896,커피-음료,0.684369011771147,68053604.62,4066487.0,LL,67,19.247878456063507,7329.763208321928
윗방죽마을공원,209190,441356,239797,커피-음료,0.5004232746865056,57308088.5,3614875.0,LL,62,97.91615408032627,6782.028132128425
대왕초등학교(세곡동사거리서남측),209464,440465,52892,커피-음료,0.5671935264312183,1423855.0,2943745.0,HH,114,78.65083566512894,13670.498374045223
아래방죽마을공원(율현초등학교),209611,441303,159591,커피-음료,0.2506407002901166,12329875.5,3838800.0,LL,50,51.00538250903873,4629.897675934107
숭실대입구역 1번,195884,443947,148274,커피-음료,0.7418697816205134,28261411.18,2742173.0,LH,95,282.58494408999553,117215.89759499306
숭실대입구역 4번,196190,443894,68786,커피-음료,2.180676300409967,58036043.67,3165536.0,LL,98,285.81397377373304,127422.00447765534
청룡동주민센터,195012,442181,38688,커피-음료,2.326302729528536,2037962.44,2527805.0,LH,91,350.7547559966915,199499.58643507032
보라매동주민센터(당곡고등학교),194004,443276,62226,커피-음료,0.8035226432680872,4777756.6,2440952.0,LL,83,485.16697200527113,26132.80622247935
상일여고(상일초등학교),215142,449858,126943,커피-음료,1.8118368086464005,6405725.13,2456725.0,LH,102,345.58817737094597,70650.2130877638
강일동주민센터,215352,451742,29486,커피-음료,1.3565760021705215,53944076.5,2810845.0,LL,74,204.84297632774877,22479.820931967715
암사역 1번,211593,450267,175331,커피-음료,0.9695946524003172,5551012.12,2459494.0,HL,111,549.1327831358973,138382.48797987806
둔촌동역 3번(성내3동주민센터),211636,447220,106811,커피-음료,0.9362331595060434,8933722.1,3207799.0,HL,113,317.5702877044499,86604.93769368323
봉천역 1번(관악초등학교),195190,442296,53715,커피-음료,1.3031741599180862,3755842.86,2494265.0,LL,105,566.6945918272363,170315.92664991156
구암초등학교,195414,443215,40509,커피-음료,1.2342936137648421,4434753.6,2337404.0,LL,92,242.66212446616802,56234.91076057173
언북중학교,202797,446468,94815,커피-음료,1.6874967041079998,14373687.19,3496418.0,LL,79,201.12851342087225,93534.98918947423
역삼역 4번,202887,444846,73119,커피-음료,0.9573435085271953,14777472.14,4118470.0,LL,106,112.82977064784802,85677.18376892463
송파나루역 2번,209833,445902,72714,커피-음료,0.6876254916522266,4115151.4,2793952.0,LL,94,488.3516241714113,101363.6988750447
석촌역 3번,209895,445180,226584,커피-음료,1.103343572361685,8666844.88,2898321.0,LL,101,471.083571655545,76888.04152102531
송파역 2번,210199,444586,99527,커피-음료,0.7033267354587198,7656115.43,2867597.0,HL,125,365.02657570307554,75205.4216443779
보인중학교,212297,444483,83602,커피-음료,0.598071816463721,7086952.6,2472370.0,HL,113,319.2507356283342,76905.69603598
벌말어린이공원,212262,444754,63272,커피-음료,1.580477936528006,13244398.6,2442242.0,HL,114,298.23618662283474,158433.74636490073
강동구립 천호도서관,211691,448962,150522,커피-음료,0.26574188490718964,5998090.0,2580210.0,LL,107,381.4724757842707,96283.06825580314
둔촌동역 4번,211697,447577,51128,커피-음료,1.5647003598810827,458355.12,2697890.0,LL,100,484.27476138319514,98325.37943983727
언주역 3번,203028,445716,63031,커피-음료,0.9519125509669845,7605586.83,3318129.0,LL,89,332.85208865478893,194531.73835097015
언주역 6번,203346,445193,65108,커피-음료,1.3823186090802972,9890586.22,3218797.0,LL,86,364.9321127971985,147959.08336917122
오금공원(오주중학교),211906,444832,95041,커피-음료,0.8417419850380361,20805745.5,2892275.0,LH,106,416.97793583821715,73994.90746099052
보라매역 2번,193222,444165,128484,커피-음료,0.544814918589085,13550293.43,2541261.0,LH,100,509.94676379938363,107748.27994147131
난우중학교,193145,441089,139406,커피-음료,0.2869316959097887,8871880.75,2134483.0,LL,103,369.42455848385293,82578.29648652139
남성역 1번,197550,442407,212396,커피-음료,0.6120642573306465,11863770.77,2559802.0,LL,103,413.56711049172304,124991.99608278876
예술인마을,197545,441956,104588,커피-음료,0.28683979041572644,6547277.0,2758355.0,LL,90,419.74222664167974,72458.21700386277
샤로수길,196117,441883,315417,커피-음료,1.2047543410786357,10498621.03,3081700.0,LL,79,289.52149059816054,120800.49585152353
암사동성당(효정하나플러스아파트),211877,449977,106562,커피-음료,0.8445787428914623,6647619.0,2361537.0,HL,112,506.4657194872468,119762.39184699986
강동구립성내도서관,211931,448063,203966,커피-음료,0.4412500122569448,2402982.33,2817643.0,LL,102,466.0090407224734,120551.85668199603
강동성심병원,211962,448499,19646,커피-음료,1.5270284027282908,185108958.0,4788166.0,LL,90,196.4776544843734,129907.86928636872
천호1동주민센터,212044,449449,110491,커피-음료,0.9955561991474419,6004457.18,2228507.0,LL,101,467.3683829452173,225690.50872921775
투구봉어린이공원,212118,443829,31938,커피-음료,1.5655332206149415,4884972.6,2688489.0,HL,135,428.329889160248,109406.03669609869
중앙대학교,196335,445395,107472,커피-음료,1.5818073544737234,25998472.59,2997154.0,LH,97,189.8168825368468,115054.33973500076
남부초등학교,193212,442810,87679,커피-음료,1.2545763523762816,823293.36,2429324.0,LL,96,354.81700293114653,81779.67358204359
"신림역 5번(신림동주민센터, 신림동별빛거리)",193410,443070,194701,커피-음료,1.3867417219223321,8102946.04,2372248.0,LL,93,538.9802825871465,212114.9352083451
관악우성아파트,196226,442968,23731,커피-음료,2.5283384602418777,1880664.5,2878854.0,HL,121,93.54852302894948,77424.0444987569
서울대입구역 8번,196233,442468,115911,커피-음료,1.6391886878725919,818791.42,2439413.0,LL,94,469.7569687087507,130169.09525411739
매봉역 1번,203984,443063,52363,커피-음료,1.1458472585604338,4433132.33,4853527.0,HH,112,177.41535053377385,59124.763669002925
언북초등학교,204115,446924,55724,커피-음료,0.8972794487115067,10266609.4,3250531.0,LL,97,372.72988299475986,124953.87983633623
굽은다리역 1번(십자성마을),212306,449281,153254,커피-음료,0.7830138201939264,11255330.67,2611382.0,LL,97,470.6565570882326,115467.98125986924
둔촌동역 1번(한산중학교),212348,447971,179874,커피-음료,1.0007004903432404,12568554.83,2850575.0,HL,110,414.6235698322159,203049.13439407584
흑리단길,196906,445314,29278,커피-음료,3.7570872327344764,60854129.73,2454450.0,HH,109,192.63610902384042,57197.21292438008
서울프랑스학교,199704,444220,35625,커피-음료,1.1228070175438596,41378074.25,4485642.0,LH,100,329.5438596491228,97720.70175438597
내방역 1번,199733,442978,62116,커피-음료,0.8049455856784081,8152326.2,3592703.0,LL,90,413.42005280443044,140028.97804108443
서초중학교,200617,443038,71878,커피-음료,0.5564985113664821,36260380.0,4435554.0,HH,118,437.68607918973817,73086.20161941067
